"Testvector";"Feature Group";"Feature";"Testcase";"URL";"Play";"description";"source";"profile";"duration";"mpd_type";"min_update_period";"time_shift_buffer_depth";"num_periods";"max_num_video";"max_num_audio";"multi_resolution_video";"max_video_resolution";"mime_types";"video_codec";"audio_codec";"segment_template";"segment_template_number";"segment_template_time";"segment_template_duration";"segment_timeline";"content_protection_schemeid_uri";"cenc_pssh";"essential_property_schemeid_uri";"base_url";"segment_template_presentation_timeoffset";"urn_mpeg_dash_period_continuity_2014";"utc_timing_schemeid_uri";"inband_event_stream_schemeid_uri";"early_terminated_period";"period_xlink_href";"period_xlink_actuate";"default_content";"asset_identifier";"Bit Depth"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/continuous_1/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/continuous_1/testpic_2s/Manifest.mpd""";"On Adaptation Set level, A supplemental descriptor with @scheme_id_URI set to ""urn:mpeg:dash:period_continuity:2014"" is be provided. The @value of the descriptor, PID, matches the value of an @id of a Period that is contained in the MPD of which this Adaptation Set is the continuation";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"yes";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/utc_ntp/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/utc_ntp/testpic_2s/Manifest.mpd""";"The MPD contains at least one element UTCTiming.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"urn:mpeg:dash:utc:ntp:2014";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/utc_sntp/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/utc_sntp/testpic_2s/Manifest.mpd""";"The MPD contains at least one element UTCTiming.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"urn:mpeg:dash:utc:sntp:2014";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim/scte35_2/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim/scte35_2/testpic_2s/Manifest.mpd""";"Support for inband dash event.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple,http://dashif.org/guidelines/adin/app";"";"dynamic";"P100Y";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"no";"no";"";"urn:scte:scte35:2013:xml";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/etp_30/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/etp_30/testpic_2s/Manifest.mpd""";"A Period element contains an @duration attribute.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"yes";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/etp_30/etpDuration_10/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/etp_30/etpDuration_10/testpic_2s/Manifest.mpd""";"A Period element contains an @duration attribute.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"yes";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1a.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1a.mpd""";"Remote entity with xlink, Continuous with asset identifier";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1b.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1b.mpd""";"Remote entity has two periods";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1c.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1c.mpd""";"Remote entity has another remote entity";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1d.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1d.mpd""";"Xlink returns 404";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1e.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1e.mpd""";"Period contains default content";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"yes";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1f.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/4_1f.mpd""";"Last period contains only duration attribute";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1a.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1a.mpd""";"Remote entity with xlink, Continuous with asset identifier (onRequest)";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1b.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1b.mpd""";"Remote entity has two periods(onRequest)";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1c.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1c.mpd""";"Remote entity has another remote entity(onRequest)";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1d.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1d.mpd""";"Xlink returns 404 (onRequest)";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1e.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1e.mpd""";"Period contains default content(onRequest)";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"yes";"onLoad";"yes";"yes";"8 (unknown)"
"";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1f.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5c/nomor/5_1f.mpd""";"Last period contains only duration attribute(onRequest)";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Single Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/1a/netflix/exMPD_BIP_TC1.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/1a/netflix/exMPD_BIP_TC1.mpd""";"";"https://orange.blender.org/download/";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT654S";"static";"";"";"1";"4";"1";"true";"480x360";"audio/mp4,video/mp4";"avc1.42401E";"mp4a.40.5";"true";"false";"false";"";"true";"";"true";"";"1";"true";"true";"";"";"true";"no";"";"true";"true";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/1a/netflix/exMPD_BIP_TC1.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/1a/netflix/exMPD_BIP_TC1.mpd""";"";"https://orange.blender.org/download/";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT654S";"static";"";"";"1";"4";"1";"true";"480x360";"audio/mp4,video/mp4";"avc1.42401E";"mp4a.40.5";"true";"false";"false";"";"true";"";"true";"";"1";"true";"true";"";"";"true";"no";"";"true";"true";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/2a/qualcomm/1/MultiResMPEG2.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/2a/qualcomm/1/MultiResMPEG2.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H10M54.00S";"static";"";"";"1";"3";"1";"yes";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/3a/fraunhofer/aac-lc_stereo_without_video/ElephantsDream/elephants_dream_audio_only_aaclc_stereo_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/3a/fraunhofer/aac-lc_stereo_without_video/ElephantsDream/elephants_dream_audio_only_aaclc_stereo_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT653.781333333S";"static";"";"";"1";"0";"5";"no";"";"audio/mp4";"";"mp4a.40.2";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Addition of Subtitles";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/4b/qualcomm/1/ED_OnDemand_5SecSeg_Subtitles.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/4b/qualcomm/1/ED_OnDemand_5SecSeg_Subtitles.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H10M54.00S";"static";"";"";"1";"3";"3";"no";"1280x720";"video/mp4,audio/mp4,application/ttml+xml";"avc1.4d401f";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5a/nomor/1.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5a/nomor/1.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H9M54.00S";"static";"";"";"2";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Dynamic Segment Offering";"Test Case 1";"http://54.72.87.160/stattodyn/statodyn.php?type=mpd&pt=1376172180&tsbd=120&origmpd=http%3A%2F%2Fdash.akamaized.net%2Fdash264%2FTestCases%2F1b%2Fqualcomm%2F2%2FMultiRate.mpd&php=http%3A%2F%2Fdasher.eu5.org%2Fstatodyn.php&mpd=&debug=0&hack=.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://54.72.87.160/stattodyn/statodyn.php?type=mpd&pt=1376172180&tsbd=120&origmpd=http%3A%2F%2Fdash.akamaized.net%2Fdash264%2FTestCases%2F1b%2Fqualcomm%2F2%2FMultiRate.mpd&php=http%3A%2F%2Fdasher.eu5.org%2Fstatodyn.php&mpd=&debug=0&hack=.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"";"dynamic";"PT597S";"PT120S";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Addition of Trick Mode";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/9a/qualcomm/1/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/9a/qualcomm/1/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"no";"";"";"";"no";"";"no";"http://dashif.org/guidelines/trickmode";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Standard Defnition";"Multiple Track Content";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/10a/1/iis_forest_short_poem_multi_lang_480p_single_adapt_aaclc_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/10a/1/iis_forest_short_poem_multi_lang_480p_single_adapt_aaclc_sidx.mpd""";"Multiple language audio tracks HE AAC V2, single SD AVC video, on-demand";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT68.4583333333S";"static";"";"";"1";"1";"1";"no";"848x476";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.2";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 10";"Standard Defnition";"Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaac_stereo_with_video/ElephantsDream/elephants_dream_480p_heaac_stereo_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaac_stereo_with_video/ElephantsDream/elephants_dream_480p_heaac_stereo_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT653.696S";"static";"";"";"1";"1";"5";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 10";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/baseurl_d40_u20/baseurl_u40_d20/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/baseurl_d40_u20/baseurl_u40_d20/testpic_2s/Manifest.mpd""";"Multiple BaseURLs with alternating availability/Outage. Outage signaled with a 404 response.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"P100Y";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"2";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 11";"Standard Defnition";"Single Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/1c/qualcomm/1/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/1c/qualcomm/1/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.42c01f";"mp4a.40.29";"yes";"no";"yes";"no";"yes";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 11";"Standard Defnition";"Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaac_stereo_with_video/Sintel/sintel_480p_heaac_stereo_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaac_stereo_with_video/Sintel/sintel_480p_heaac_stereo_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT887.850666667S";"static";"";"";"1";"1";"5";"no";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 11";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5b/nomor/1.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5b/nomor/1.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 12";"Standard Defnition";"Single Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/1c/qualcomm/2/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/1c/qualcomm/2/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.42c01f";"mp4a.40.29";"yes";"no";"yes";"no";"yes";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 12";"Standard Defnition";"Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaacv2_stereo_with_video/ElephantsDream/elephants_dream_480p_heaacv2_stereo_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaacv2_stereo_with_video/ElephantsDream/elephants_dream_480p_heaacv2_stereo_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT653.696S";"static";"";"";"1";"1";"5";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.29";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 12";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5b/nomor/2.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5b/nomor/2.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 13";"Standard Defnition";"Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaacv2_stereo_with_video/Sintel/sintel_480p_heaacv2_stereo_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/3b/fraunhofer/heaacv2_stereo_with_video/Sintel/sintel_480p_heaacv2_stereo_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT887.850666667S";"static";"";"";"1";"1";"5";"no";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.29";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 13";"Standard Defnition";"Multiple Periods";"Test Case 1";"http://dash.akamaized.net/dash264/TestCases/5b/nomor/3.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCases/5b/nomor/3.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT704S";"static";"";"";"3";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
